mã chứng khoán,năm báo cáo,kỳ báo cáo,lợi nhuận từ các hoạt động khác,lợi nhuận hoạt động trước thay đổi vốn lưu động,luồng tiền từ hoạt động kinh doanh trước thuế TNDN,chi từ quỹ dự phòng,chi mua tài sản cố định,lãi từ cổ tức,luồng tiền thuần từ hoạt động đầu tư,tăng vốn điều lệ,luồng tiền thuần từ hoạt động tài chính,tăng/giảm thuần tiền và tương đương tiền,tiền và tương đương tiền đầu kỳ,điều chỉnh chênh lệch tỷ giá,tiền và tương đương tiền cuối kỳ,luồng tiền thuần từ hoạt động kinh doanh,thu từ thanh lý tài sản cố định,đầu tư vào các đơn vị khác,thu từ thoái vốn ở các đơn vị khác,chi trả cổ tức,khấu hao và phân bổ,"cho vay, mua công cụ nợ","thu hồi khoản cho vay, bán công cụ nợ",chi mua lại cổ phiếu,thu từ vay nợ,trả nợ gốc vay,thanh toán gốc thuê tài chính,lợi nhuận/lỗ trước thuế,dự phòng rủi ro tín dụng,lãi/lỗ tỷ giá chưa thực hiện,lãi/lỗ từ hoạt động đầu tư,chi phí lãi vay,tăng/giảm khoản phải thu,tăng/giảm hàng tồn kho,tăng/giảm khoản phải trả,tăng/giảm chi phí trả trước,lãi vay đã trả,thuế TNDN đã nộp,các khoản thu khác từ hoạt động kinh doanh,các khoản chi khác từ hoạt động kinh doanh,thu nhập từ lãi và cổ tức,lãi/lỗ từ thanh lý tài sản cố định,tăng/giảm khoản phải thu (dự phòng),tăng/giảm khoản phải trả (dự phòng),cổ tức đã nhận
SIP,2021,1,,229950094959,,,-103837478298,101785600267,-588959571876,0,-139669133365,-472606523135,978369673680,0,505763150545,256022182106,0,0,0,0,49699925031,-1336750694007,749843000162,0,387839178504,-527508311869,,257659117407,0,0,-79928815251,2519867772,-87712815547,-66447314359,384797425094,-3221543091,-2519867772,-176167677707,,-2752796994,,,,,
SIP,2020,4,,444398592825,,,-1227085177806,157241829762,-1983398341024,0,124379269167,-267530609208,1234537870217,-137587329,966869673680,1591488462649,-10000000,115632628528,-13853500000,-79400636355,71526619599,-1202474278356,187150156848,0,612070897180,-408290991658,,528724684879,-194994259,137587329,-157241829762,1446525039,126842463551,-67844846181,962130976287,321784879,-1446525039,-58313710016,,-2370659000,,,,,
SIP,2020,3,,206452934427,,,-235482788852,135719145365,687085143139,0,-214051900950,749804736408,484733133809,0,1234537870217,276771494219,0,101209543900,15688500000,-56353641395,37514406349,-1813781508269,2483732250995,0,262162964563,-419861224118,,312775758041,-5824068924,0,-141290140019,3276978980,-331026185464,3594134504,453387025126,-1429480408,-3276978980,-8488471320,,-361952873,,,,,
SIP,2020,2,,213394943394,,,-126687072807,142243788647,-828477174368,0,15829280546,355980247991,128752885818,0,484733133809,1168628141813,10000000,-699697320476,0,-5794454750,91290738713,-2098165569193,1953818999461,0,316821268003,-295197532707,,453453245886,-198376012675,0,-136672793993,3699765463,270114996245,-13892405911,557408001082,1206648109,-3699765463,-3494250204,,-493870502,,,,,
SIP,2020,1,,107630222710,,,-272468543431,90514998024,354383564743,0,-43354338551,-131865312869,260618198687,0,128752885818,-442894539061,0,0,0,-69048195000,743498903,-519724657000,1056061767150,0,333762081942,-308068225493,,77574366897,114371574775,0,-90514998024,5455780159,-229335448654,20357826054,-110498640687,-2189486492,-5455780159,-109641829870,,-181586625,,,,,
SIP,2019,4,,106506996198,,,-526884967887,67215553915,-715745851154,0,150385228985,-211019126966,471585423455,0,260566296489,354341495203,0,-256076437182,0,0,23425039313,0,0,0,525020629496,-374635400511,,133782072522,10881751853,0,-67215553915,1047065652,199190998464,33950134031,89442087878,-530275137,-1047065652,-14100000000,,0,,,,,
SIP,2019,3,,144801876387,,,-215832828186,103077561962,-225659986877,0,-16891800524,95107914928,376477508527,0,471585423455,337659702329,0,0,-14855671670,-9627480000,23472963637,-1947075200000,1849026151017,0,211890446506,-219154767030,,237412978032,-14850671994,0,-103077561962,1844168674,-413342130506,-21625315602,706709360667,-1220373523,-1844168674,-28598253572,,9835254735,,,,,
SIP,2019,2,,177523693811,,,-124298201876,69089347835,-914026584179,0,-179368359990,-270269252853,646827375691,-55891954,376502230884,823125691316,4890524676,7997416000,0,-76231299685,51796253664,-2212706528971,1341000858157,0,293708719629,-396845779934,,183326689013,4879573268,-1833344005,-58643950939,-2001527190,131373999656,-2421666873,624947862691,-1082080817,-1740273011,7460359424,,1434353500,,,,,
SIP,2019,1,,65412607662,,,-141853678173,17553931660,-413452138080,0,5776760205,235412325642,411415050049,0,646827375691,643087703517,0,0,0,0,-7652453437,-1157082860767,867930469200,0,364438364479,-358661604274,,87170183304,0,0,-17553931660,3448809455,-114639338868,-14204629712,754399801990,-1228444298,-3448809455,-17102831920,,-2217315971,,,,,
SJS,2025,2,,,,,6944614000,928130222,21516614985,11724940000,178551707066,93640901378,47755974458,,141396875836,-106427420673,0,0,-1330028200,0,,20000000000,-5026101037,-29312350,540000000000,-373143920584,0,,,,,,,,,,,,,0,,,,,
SJS,2025,1,,,,,-8001768485,132502861,-15513136387,0,-86095000000,-125151947888,172907922346,,47755974458,-23543811501,0,0,1330028200,0,,-20000000000,11026101037,0,0,-86095000000,0,,,,,,,,,,,,,0,,,,,
SJS,2024,4,,,,,-1289824699,2300125569,-14633325083,0,782554318328,137882099705,35025822641,,172907922346,-630038893540,425970546,-36112300000,0,-213672958000,,12904203744,7138499757,0,1358320000000,-362092723672,0,,,,,,,,,,,,,-630038893540,,,,,
SJS,2024,3,,,,,670256569,-664091308,38317319652,0,-1093263997252,-82254846710,117280669351,,35025822641,972691830890,6484000,36112300000,1050000000,735000000,,-4700000000,5842370391,0,-861000000000,-232998997252,0,,,,,,,,,,,,,0,,,,,
SJS,2024,2,,,,,-922256569,1762359353,-41068561468,0,231263810924,69951353138,47329316213,,117280669351,-120243896318,-6484000,-36112300000,9450000000,-735000000,,-22400000000,7160119748,0,901000000000,-669001189076,0,,,,,,,,,,,,,0,,,,,
SJS,2024,1,,,,,0,103560905,3010728818,0,0,-20889974299,68219290512,,47329316213,-23900703117,6484000,0,0,0,,-500000000,3400683913,0,0,0,0,,,,,,,,,,,,,0,,,,,
SJS,2023,4,,,,,-3670689056,3983816767,-194428268506,0,-107213130501,22068267654,46151022858,,68219290512,323709666661,0,-192000000000,0,-735000000,,-23904204780,21162808563,0,593521870000,-700000000501,0,,,,,,,,,,,,,323709666661,,,,,
SJS,2023,3,,,,,1375845721,-242903641,24297375525,0,-315265000757,-15349137356,61500160214,,46151022858,275618487876,0,0,0,735000000,,23904204780,-739771335,0,-300000000000,-16000000757,0,,,,,,,,,,,,,0,,,,,
SJS,2023,2,,,,,-1375845721,427259493,136168254527,0,305264998783,13985542687,47514617527,,61500160214,-427447710623,0,0,160000000000,-735000000,,-35004204780,12121045535,0,316000000000,-10000001217,0,,,,,,,,,,,,,0,,,,,
SJS,2023,1,,,,,0,996605040,-506472530,0,-36000001272,-29158156284,76672773811,,47514617527,7348317518,0,0,0,0,,-2150000000,646922430,0,0,-36000001272,0,,,,,,,,,,,,,0,,,,,
SJS,2022,4,,,,,-2311399607,1265116732,40506954290,0,48559628884,11511704235,64421505145,,75933209380,-77554878939,-360000,47700000000,0,2560327948,,-20148407647,14002004812,0,46000000000,-699064,0,,,,,,,,,,,,,0,,,,,
SJS,2022,3,,,,,1837412455,-109927364,-42842165777,0,-2560327948,-46487093733,110908598878,,64421505145,-1084600008,360000,-47700000000,0,-2560327948,,-4890000000,8019989132,0,0,0,0,,,,,,,,,,,,,0,,,,,
SJS,2022,2,,,,,-1837412455,686296426,-413284946,0,124486324441,-96523776717,207432375595,,110908598878,-220596816212,-360000,2700000000,0,-735000000,,-2700000000,738191083,0,395542683452,-307821359011,37500000000,,,,,,,,,,,,,0,,,,,
SJS,2022,1,,,,,0,1182464046,-4254919190,0,232821359011,-132152145997,339584521592,,207432375595,-360718585818,360000,-2700000000,0,0,,-4000000000,1262256764,0,0,270321359011,-37500000000,,,,,,,,,,,,,0,,,,,
SJS,2021,4,,,,,2103977764,3289060230,9270921285,0,678341315920,86463855883,253120665709,,339584521592,-601148381322,0,0,-499120520,-955500000,,3600000000,777003811,0,1166457316548,-487160500628,0,,,,,,,,,,,,,0,,,,,
SJS,2021,3,,,,,1031912231,-400154395,2014507040,0,-43044500000,15539224862,237581440847,,253120665709,56569217822,0,0,499120520,955500000,,-1448288357,2331917041,0,0,-44000000000,0,,,,,,,,,,,,,0,,,,,
SJS,2021,2,,,,,-1034548595,391744090,-794516148,0,-39006976000,73287536366,164293904481,,237581440847,113089028514,0,0,0,-955500000,,-151711643,0,0,75157838550,-113209314550,0,,,,,,,,,,,,,0,,,,,
SJS,2021,1,,,,,0,390664693,-1609335307,0,-75157838550,-57901322266,222195226747,,164293904481,18865851591,0,0,0,0,,-2000000000,0,0,-75157838550,0,0,,,,,,,,,,,,,0,,,,,
SJS,2020,4,,,,,-1270561945,1916282740,-812711087,0,108597396930,164590304503,57604922244,,222195226747,56805618660,-2443636,0,0,-955500000,,1854088576,-3310076822,0,224129889980,-114576993050,0,,,,,,,,,,,,,0,,,,,
SJS,2020,3,,,,,708667198,-481130372,951610120,0,20206849984,-17349143529,74954065773,,57604922244,-38507603633,2443636,0,0,955500000,,6105021247,-5383391589,0,323491475036,-304240125052,0,,,,,,,,,,,,,0,,,,,
SJS,2020,2,,,,,-708667198,814022607,-498845449,0,-37205460000,38285277911,36668787862,,74954065773,75989583360,0,0,0,-955500000,,-6105021247,5500820389,0,1250040000,-37500000000,0,,,,,,,,,,,,,0,,,,,
SJS,2020,1,,,,,0,34133378,35781400,0,13325443212,-19346193312,56014981174,,36668787862,-32707417924,0,0,0,0,,-3191000000,3192648022,0,105123967212,-91798524000,0,,,,,,,,,,,,,0,,,,,
SJS,2019,4,,,,,-1932469699,1978339981,-3369486592,0,-29000000000,27204183128,28810798046,,56014981174,59573669720,0,0,0,0,,5450000000,-8865356874,0,0,-29000000000,0,,,,,,,,,,,,,0,,,,,
SJS,2019,3,,,,,1215063552,-672334506,3961623630,0,-1994500000,-3229307545,32040105591,,28810798046,-5196431175,0,0,0,-994500000,,1639717552,1779177032,0,0,-1000000000,0,,,,,,,,,,,,,0,,,,,
SJS,2019,2,,,,,-1267336279,974072600,209575822,0,-43455500000,-34918866041,66958971632,,32040105591,8327058137,0,0,0,-955500000,,-1639717552,2142557053,0,0,-42500000000,0,,,,,,,,,,,,,0,,,,,
SJS,2019,1,,,,,0,228828424,-277548787,0,-5000000000,26467454014,40491517618,,66958971632,31745002801,0,0,0,0,,-5450000000,4943622789,0,0,-5000000000,0,,,,,,,,,,,,,0,,,,,
SJS,2018,4,,,,,-80343096677,2402303670,-2853340608,0,-68353236700,-68020542443,102688951480,,34668409037,3186034865,-449109300,0,79935008215,-1950000000,,-1215870296,-3182576220,0,55981024,-66459217724,0,,,,,,,,,,,,,0,,,,,
SJS,2018,3,,,,,45453636,-576932824,-72906766281,0,22133879426,-42716550885,145405502365,,102688951480,8056335970,449109300,0,0,0,,3928035602,-76752431995,0,-55981024,22189860450,0,,,,,,,,,,,,,0,,,,,
SJS,2018,2,,,,,-90907412,10460656998,3041713984,0,-36029171424,82271496941,63133015424,,145404512365,115258954381,0,0,0,-955500000,,-7328035602,0,0,-290540426,-34783130998,0,,,,,,,,,,,,,0,,,,,
SJS,2018,1,,,,,0,119225992,119225992,0,4288401450,-15415279724,78548295148,,63133015424,-19822907166,0,0,0,0,,0,0,0,4288401450,0,0,,,,,,,,,,,,,0,,,,,
SJS,2017,4,,,,,0,5435237362,35961667362,0,-655042068527,-160024700878,238572996026,,78548295148,459055700287,-8540000,0,7500000000,-50476130000,,0,23034970000,0,37257525000,-641823463527,0,,,,,,,,,,,,,0,,,,,
SJS,2017,3,,,,,6362545965,1645134073,47401297814,0,-379131998692,69460982906,169112013120,,238572996026,401191683784,8540000,0,-1472175000,50515130000,,40857252776,0,0,-389227425000,-40419703692,0,,,,,,,,,,,,,0,,,,,
SJS,2017,2,,,,,-6362545965,1331742566,-44415881175,0,362798055250,39726764551,129385248569,,169112013120,-278655409524,0,0,1472175000,-50515130000,,-40857252776,0,0,443313185250,-30000000000,0,,,,,,,,,,,,,0,,,,,
SJS,2017,1,,,,,0,2289509688,2289509688,0,0,-92797366232,222182614801,,129385248569,-95086875920,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,0,,,,,
SJS,2016,4,,,,,-542030440,2312545810,187545791437,0,135303157888,-121746500213,343929115014,,222182614801,-444595449538,11793927064,-1661650997,7493000000,-955500000,,0,168150000000,0,560000000000,-423741342112,0,,,,,,,,,,,,,0,,,,,
SJS,2016,3,,,,,1937523812,1053931130,-2913390425,0,-915786171,67898336428,276030778586,,343929115014,71727513024,-73496364,1661650997,-7493000000,895375000,,0,0,0,-1741706650,-69454521,0,,,,,,,,,,,,,0,,,,,
SJS,2016,2,,,,,-2083323812,734316689,4559347544,0,-825920479,171280932621,104749845965,,276030778586,167547505556,77005664,-1661650997,7493000000,-895375000,,0,0,0,1941706650,-1872252129,0,,,,,,,,,,,,,0,,,,,
SJS,2016,1,,,,,0,658706732,658706732,0,-73363036920,-629797424,105379643389,,104749845965,72074532764,0,0,0,0,,0,0,0,0,-73363036920,0,,,,,,,,,,,,,0,,,,,
SJS,2015,4,,,,,-5549414762,2426116278,45850209516,0,-177770151460,-27968097083,133347740472,,105379643389,103951844861,40000000000,-100000000,19074608000,-889889000,,-10001100000,0,0,300000000,-177180262460,0,,,,,,,,,,,,,0,,,,,
SJS,2015,3,,,,,3227810239,3020432755,3755597994,0,176605762121,-29075427374,162423167846,,133347740472,-209436787489,0,0,0,955500000,,0,-2492645000,0,-300000000,175950262121,0,,,,,,,,,,,,,0,,,,,
SJS,2015,2,,,,,-3227810239,1755122641,1019957402,0,-178489411628,110264804865,52158362981,,162423167846,287734259091,0,0,0,-955500000,,0,2492645000,0,300000000,-177833911628,0,,,,,,,,,,,,,0,,,,,
SJS,2015,1,,,,,0,206692429,206692429,0,-1745538799,-91219664933,143378027914,,52158362981,-89680818563,0,0,0,0,,0,0,0,-300000000,-1445538799,0,,,,,,,,,,,,,0,,,,,
SJS,2014,4,,,,,45449380101,822341641,60963983758,0,-702185785459,88787874625,54590380354,,143378254979,730009676326,-11217728,14703479744,0,0,,0,0,0,-2632292750,-699553492709,0,,,,,,,,,,,,,0,,,,,
SJS,2014,3,,,,,2412314406,69287117,-24799381989,0,402649330,10666088564,43924291790,,54590380354,35062821223,-38782272,0,0,907725000,,0,-27242201240,0,1390835749,-1895911419,0,,,,,,,,,,,,,0,,,,,
SJS,2014,2,,,,,-2412314406,987675966,25857451436,0,-7050856308,-3290558799,47214850589,,43924291790,-22097153927,39888636,0,0,-907725000,,0,27242201240,0,1241457001,-7384588309,0,,,,,,,,,,,,,0,,,,,
SJS,2014,1,,,,,-4584926,157451581,162978019,0,1229834510,-47046434424,94261285013,,47214850589,-48439246953,10111364,0,0,0,,0,0,0,5235000000,-4005165490,0,,,,,,,,,,,,,0,,,,,
SJS,2013,4,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,0,,,,,
SJS,2013,3,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,0,,,,,
SJS,2013,2,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,0,,,,,
SJS,2013,1,,,,,-44300098,837065032,792764934,0,6542448919,-7333395003,73695476001,,66362080998,-14668608856,0,0,0,0,,0,0,0,7842448919,-1300000000,0,,,,,,,,,,,,,0,,,,,
SJS,2008,3,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,0,,,,,
SSB,2025,2,-6860000000,1935745000000,33203679000000,0,-83055000000,7544000000,-64378000000,0,0,33139301000000,81859488000000,0,114998789000000,33203679000000,11133000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
SSB,2025,1,10665000000,686728000000,-2622183000000,0,-107863000000,0,4198577000000,100000000000,100000000000,1676394000000,80183094000000,0,81859488000000,-2622183000000,0,0,4300000000000,0,,,,,,,,,,,,,,,,,,,,,,,,,
SSB,2024,4,27823000000,3197953000000,25710005000000,0,-54752000000,161000000,-49154000000,0,0,25660851000000,56522243000000,0,82183094000000,25710005000000,213000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
SSB,2024,3,-2950000000,1413967000000,-6949831000000,0,-161379000000,445000000,-158576000000,0,0,-7108407000000,63630650000000,0,56522243000000,-6949831000000,109000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
SSB,2024,2,-5787000000,2704316000000,5328154000000,0,-19001000000,827000000,-18078000000,0,0,5310076000000,58320574000000,0,63630650000000,5328154000000,96000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
SSB,2024,1,-2324000000,300442000000,8862143000000,0,-1734000000,12000000,-787000000,0,0,8861356000000,49459218000000,0,58320574000000,8862143000000,5000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
SSB,2023,4,3461000000,2158514000000,2570924000000,0,-121206000000,0,-115901000000,504000000000,504000000000,2959023000000,46500195000000,0,49459218000000,2570924000000,29000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
SSB,2023,3,11509000000,666159000000,-668929000000,0,-40630000000,6521000000,-34109000000,0,0,-703038000000,47203233000000,0,46500195000000,-668929000000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
SSB,2023,2,69397000000,1481921000000,-4646311000000,0,-133508000000,26000000,-133479000000,0,0,-4779790000000,51983023000000,0,47203233000000,-4646311000000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
SSB,2023,1,23241000000,75488000000,-337217000000,0,-14717000000,7837000000,-6883000000,0,0,-344100000000,52327123000000,0,51983023000000,-337217000000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
SSB,2022,4,33962000000,1677600000000,-3486208000000,0,-170490000000,242000000,-170275000000,891000000000,891000000000,-2765483000000,55092606000000,0,52327123000000,-3486208000000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
SSB,2022,3,28202000000,966292000000,2329706000000,0,-32786000000,183000000,-8501000000,0,0,2321205000000,52771401000000,0,55092606000000,2329706000000,0,0,24102000000,0,,,,,,,,,,,,,,,,,,,,,,,,,
SSB,2022,2,26059000000,2353832000000,5644823000000,0,-57791000000,7512000000,-44054000000,0,0,5600769000000,47170632000000,0,52771401000000,5644823000000,0,0,-11000000,0,,,,,,,,,,,,,,,,,,,,,,,,,
SSB,2022,1,10910000000,255451000000,3376734000000,0,-35175000000,0,-34656000000,2719674000000,2719674000000,6061752000000,41108880000000,0,47170632000000,3376734000000,0,0,11000000,0,,,,,,,,,,,,,,,,,,,,,,,,,
SSB,2021,4,21388000000,2915016000000,6014967000000,0,-62818000000,2818000000,-40215000000,2040000000000,2040000000000,8014752000000,33094128000000,0,41108880000000,6014967000000,0,0,19801000000,0,,,,,,,,,,,,,,,,,,,,,,,,,
SSB,2021,3,21543000000,222184000000,-3460499000000,0,-8875000000,0,5034000000,365623000000,365623000000,-3089842000000,36183970000000,0,33094128000000,-3460499000000,0,0,14561000000,0,,,,,,,,,,,,,,,,,,,,,,,,,
SSB,2021,2,36802000000,1622022000000,5100745000000,0,-32994000000,892000000,150043000000,0,0,5250788000000,30933182000000,0,36183970000000,5100745000000,1309000000,0,6265000000,0,,,,,,,,,,,,,,,,,,,,,,,,,
SSB,2021,1,27378000000,57120000000,914792000000,0,-9326000000,0,-9376000000,0,0,905416000000,30027766000000,0,30933182000000,914792000000,-1309000000,0,278000000,0,,,,,,,,,,,,,,,,,,,,,,,,,
SSB,2020,4,190148000000,1709347000000,-2749330000000,0,-98471000000,-400000000,-97474000000,95122000000,1406782000000,-1440022000000,31467788000000,0,30027766000000,-2749330000000,0,1300000000,0,1311660000000,,,,,,,,,,,,,,,,,,,,,,,,,
SSB,2020,3,210228000000,519153000000,2883285000000,0,-25206000000,4107000000,-12975000000,1311660000000,0,2870310000000,28597478000000,0,31467788000000,2883285000000,491000000,0,8570000000,-1311660000000,,,,,,,,,,,,,,,,,,,,,,,,,
SSB,2020,2,174329000000,464587000000,9862472000000,0,-47969000000,517000000,-40239000000,0,0,9822233000000,18775245000000,0,28597478000000,9862472000000,0,-1300000000,8512000000,0,,,,,,,,,,,,,,,,,,,,,,,,,
SSB,2020,1,147390000000,241406000000,-9876433000000,0,-5821000000,82000000,-5420000000,0,0,-9881853000000,28657098000000,0,18775245000000,-9876433000000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
SSB,2019,4,1512537000000,2812895000000,8354804000000,0,-11234000000,959000000,46531000000,0,0,8401335000000,20255763000000,0,28657098000000,8354804000000,0,0,57113000000,0,,,,,,,,,,,,,,,,,,,,,,,,,
SSB,2019,3,2933000000,-121186000000,-1201947000000,0,-13182000000,4588000000,-6470000000,1681000000000,1681000000000,472583000000,19783180000000,0,20255763000000,-1201947000000,5438000000,0,1802000000,0,,,,,,,,,,,,,,,,,,,,,,,,,
SSB,2019,2,58000000,847000000000,2868399000000,0,-19645000000,1704000000,-13453000000,0,0,2854946000000,16928234000000,0,19783180000000,2868399000000,-5438000000,0,6078000000,0,,,,,,,,,,,,,,,,,,,,,,,,,
SSB,2019,1,5256000000,-858585000000,-2242923000000,0,-9202000000,2203000000,69523000000,0,0,-2173400000000,19101634000000,0,16928234000000,-2242923000000,0,0,77000000000,0,,,,,,,,,,,,,,,,,,,,,,,,,
SSB,2018,4,1255000000,669843000000,1878936000000,0,4647000000,-219000000,18798000000,1642640000000,1642640000000,3540374000000,15561260000000,0,19101634000000,1878936000000,0,2891000000,1123000000,0,,,,,,,,,,,,,,,,,,,,,,,,,
SSB,2018,3,789000000,835448000000,621967000000,0,-9775000000,1863000000,-699304000000,0,0,-77337000000,15638597000000,0,15561260000000,621967000000,0,-691391000000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
SSB,2018,2,1056000000,591210000000,4930651000000,0,-13225000000,350000000,-6582000000,0,0,4924069000000,10714528000000,0,15638597000000,4930651000000,-68000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
SSB,2018,1,348000000,-251401000000,-8585882000000,0,-12659000000,0,-12591000000,0,0,-8598473000000,19313001000000,0,10714528000000,-8585882000000,68000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
SSB,2017,4,488000000,1148399000000,7592872000000,1399000000,-6090000000,0,-1815000000,0,0,7592456000000,11720545000000,0,19313001000000,7594271000000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
SSB,2017,3,116000000,427782000000,3257985000000,0,-9934000000,260000000,-5511000000,0,0,3252474000000,8468071000000,0,11720545000000,3257985000000,0,0,4163000000,0,,,,,,,,,,,,,,,,,,,,,,,,,
SSB,2017,2,373000000,102041000000,-5368090000000,0,-63355000000,1710000000,-23780000000,0,0,-5391870000000,13859941000000,0,8468071000000,-5368090000000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
SSB,2017,1,-104000000,-524402000000,49241000000,0,-18093000000,0,-18143000000,0,0,31098000000,13828843000000,0,13859941000000,49241000000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
SSB,2016,4,262000000,-65843000000,3026466000000,0,-18124000000,0,-8178000000,0,0,3018288000000,10810554000000,1000000,13828843000000,3026466000000,260000000,282000000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
SSB,2016,3,195000000,704356000000,718213000000,0,-13389000000,1918000000,-13559000000,0,0,704654000000,10105901000000,0,10810555000000,718213000000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
SSB,2016,2,902000000,371053000000,188974000000,0,-10580000000,1113000000,8894000000,0,0,197868000000,9908032000000,0,10105900000000,188974000000,-7000000,-132000000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
SSB,2015,4,3717000000,524937000000,4495806000000,0,-79229000000,2300000000,-89316000000,0,0,4406490000000,11592512000000,0,15999002000000,4495806000000,2055000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
SSB,2015,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
SSI,2025,2,,-3821457847849,,,-11496294641,0,58528592498,100000000000,6119909706418,2631884203434,117041162784,70439180,2748925366218,-3546554095482,907681818,0,69117205321,-158008000,24178523828,0,0,0,103973639683919,-97953571969501,,1197796550893,9972602,8023092658,-16641922976,618980067659,-42451587650,0,3505608018,3893146690,-606909609525,-195847279983,1362317956300,-4311144707,-1447633397955,,-262803709148,754118664386,
SSI,2025,1,,-9599030503503,,,-2018233306,0,-501987489125,0,9754004710216,-121959075416,239000238200,2174347516,117041162784,-9373976296507,30744181,-500000000000,0,-23042000,23649226649,0,0,0,66737013304857,-56982985552641,,1047063625660,16420391,2627463707,-36497105781,465588292122,199701065000,0,-19358577620,18861731214,-466284524003,-135934761973,994062783627,-73613110165,-1138582344698,,791019323570,58427922469,
SSI,2024,4,,-6542795640146,,,-290162312537,0,-1026677896901,2263708005000,6974119421957,-422286443520,661286681720,512993328,239000238200,-6369727968576,83484415636,-820000000000,0,-1505372068000,23294171773,0,0,0,73010223971356,-66794440486399,,554769762801,34762788174,-9980537388,-93897108710,405752832021,-276145542000,0,-94364324227,-5864781300,-386222868753,-173297277481,1036691380044,-2918076634,-1026919751205,,-402214172791,-115346181038,
SSI,2024,3,,2690056372342,,,-122793349738,174138190772,1547955580762,0,-5787294495710,-1470280155372,2131566837092,986786633,661286681720,2769058759576,0,0,1500000000000,-494921000,28381468640,0,-3389260272,0,59213303118525,-65000102693235,,986616815390,16603189,-4422108677,-35505029326,365511351331,0,0,60695370051,17193618398,-365218071380,-184027639551,1155489494926,-3359719042,-1052544888583,,-102942435417,44231844914,
SSI,2024,2,,-3471790866773,,,-9275987528,-1685369862,92905175609,100000000000,5090244349123,1976531667771,155035169321,505017956,2131566837092,-3206617856961,477272727,0,100000000000,0,28297697629,0,3389260272,0,67249275874223,-62259031525100,,1059488841628,121753423,12458365092,-43966880904,351424648924,3308490895,0,-356408993525,-5322107957,-362453025936,-197731264560,1110910213876,-4879746747,-1138152964167,,-268437518498,93244405708,
SSI,2024,1,,2165041344497,,,-14335249052,1685369862,187350120810,0,-3069188838910,-338870358888,493905528209,2242128654,155035169321,2542968359212,0,0,200000000000,-95980000,27586811786,0,0,0,58117738667473,-61186831526383,,942652063843,0,-10876126995,-57639941509,383075951019,33067817105,0,-442017515901,11175967246,-385021363849,-294019111498,875210846726,-86144358978,-932668864893,,-35083492671,-850243889517,
SSI,2023,4,,-12778297055932,,,-18006508617,1685369862,-16104411482,0,12755361253291,82939186851,410966341358,2036563602,493905528209,-12656317654958,216727273,0,0,-29580000,29383567150,0,0,0,148526602637286,-135771211803995,,644083122168,0,-805800235,-63966415661,393445706858,1865132891,0,610849577589,22209353818,-378560701119,-13400000000,873128880578,-5186732356,-991306968569,,873223545437,-98790294005,
SSI,2023,3,,-4453845403897,,,-52191341155,172145835615,249807754734,0,4142710061914,255583464142,155382877216,157090032,410966341358,-4136934352506,0,0,150000000000,-1496633411000,23462538490,0,-20146739726,0,117287027865755,-111647684392841,,880314982321,0,-732314179,-66755424728,356812399112,-24995870891,0,220119960606,869674218,-352973555859,-122523425822,922955684219,-3921841559,-874426756120,,117076172911,42245084020,
